"Country","Period","iso3","Indicator","Region","IncomeLevel","missing_values","x","y","group"
"Lithuania","2014","LTU","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,29.6959461935226,-4.59086735744137,"ECS"
"Lithuania","2015","LTU","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.4,22.6588085051715,-19.3493577930788,"ECS"
"Luxembourg","2001","LUX","Current account balance","ECS","HIC",0.6,-8.94006062399145,-32.2734543686556,"ECS"
"Luxembourg","2002","LUX","Current account balance","ECS","HIC",0.575,-9.14817419572799,-33.0412928392874,"ECS"
"Luxembourg","2003","LUX","Current account balance","ECS","HIC",0.525,-9.77088289474541,-32.8956078736022,"ECS"
"Luxembourg","2004","LUX","Current account balance","ECS","HIC",0.5,-7.89789238751526,-32.9941820349246,"ECS"
"Luxembourg","2005","LUX","Current account balance","ECS","HIC",0.5,-9.28566515223198,-32.0342104626535,"ECS"
"Luxembourg","2006","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.375,-11.6482933867275,-36.7467981768172,"ECS"
"Luxembourg","2007","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,-11.9246077060495,-37.8922865748016,"ECS"
"Luxembourg","2008","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.275,-11.3847122753177,-36.7347378983204,"ECS"
"Luxembourg","2009","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.275,-10.6125276184791,-36.9775477922572,"ECS"
"Luxembourg","2010","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,-10.8737610823219,-38.2030777906842,"ECS"
"Luxembourg","2011","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.275,-11.7494594129629,-36.5469189495889,"ECS"
"Luxembourg","2012","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,-10.0616883989571,-39.0323167534347,"ECS"
"Luxembourg","2013","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,-11.3238033669165,-34.9687200170401,"ECS"
"Luxembourg","2014","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.275,-10.5355764062136,-37.9423978835855,"ECS"
"Luxembourg","2015","LUX","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.325,-11.0983760155611,-36.5031790934757,"ECS"
"Macao SAR, China","2001","MAC","Exports of goods and services (% of GDP)","EAS","HIC",0.7,3.17504176570967,-20.8843927051371,"EAS"
"Macao SAR, China","2002","MAC","Current account balance","EAS","HIC",0.65,3.48591878393474,-21.6460635674241,"EAS"
"Macao SAR, China","2003","MAC","Current account balance","EAS","HIC",0.65,2.91731227156013,-21.6154527006215,"EAS"
"Macao SAR, China","2004","MAC","Current account balance","EAS","HIC",0.65,2.93750485255637,-22.0313626042635,"EAS"
"Macao SAR, China","2005","MAC","Current account balance","EAS","HIC",0.65,4.70782547770042,-23.6012301012641,"EAS"
"Macao SAR, China","2006","MAC","Current account balance","EAS","HIC",0.65,3.29466177111712,-23.4293412217842,"EAS"
"Macao SAR, China","2007","MAC","Current account balance","EAS","HIC",0.65,4.66025457362406,-22.3500183162013,"EAS"
"Macao SAR, China","2008","MAC","Current account balance","EAS","HIC",0.65,3.21934184073994,-23.0148005873185,"EAS"
"Macao SAR, China","2009","MAC","Current account balance","EAS","HIC",0.65,3.97227476405109,-22.8207774461497,"EAS"
"Macao SAR, China","2010","MAC","Current account balance","EAS","HIC",0.65,-15.2050574990879,-51.1226107918285,"EAS"
"Macao SAR, China","2011","MAC","Current account balance","EAS","HIC",0.65,-16.4450360189966,-51.2056271458689,"EAS"
"Macao SAR, China","2012","MAC","Current account balance","EAS","HIC",0.65,-16.0961256287711,-51.139671407943,"EAS"
"Macao SAR, China","2013","MAC","Current account balance","EAS","HIC",0.65,-16.3460733833501,-52.6470083726341,"EAS"
"Macao SAR, China","2014","MAC","Current account balance","EAS","HIC",0.675,-17.8303245877355,-51.2755283713666,"EAS"
"Macao SAR, China","2015","MAC","Current account balance","EAS","HIC",0.7,-18.2542816640822,-51.3564568066074,"EAS"
"Macedonia, FYR","2001","MKD","Current account balance","ECS","UMC",0.55,42.3608943743933,38.48960086333,"ECS"
"Macedonia, FYR","2002","MKD","Current account balance","ECS","UMC",0.575,43.8761098297662,36.8235375286414,"ECS"
"Macedonia, FYR","2003","MKD","Current account balance","ECS","UMC",0.55,42.6454263127899,37.7682506665819,"ECS"
"Macedonia, FYR","2004","MKD","Cost to start a business (% of income per capita)","ECS","UMC",0.475,43.4813968882218,39.6472181877362,"ECS"
"Macedonia, FYR","2005","MKD","Cost to start a business (% of income per capita)","ECS","UMC",0.475,44.4655355129724,38.5488602334526,"ECS"
"Macedonia, FYR","2006","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.3,45.9954024620826,41.7873924684103,"ECS"
"Macedonia, FYR","2007","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.25,45.9940305514586,41.3431362482033,"ECS"
"Macedonia, FYR","2008","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.25,45.01921514433,40.6885616069085,"ECS"
"Macedonia, FYR","2009","MKD","% of firms identifying business licensing and permits as the biggest obstacle","ECS","UMC",0.25,45.1788470469477,40.9780485491841,"ECS"
"Macedonia, FYR","2010","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.2,44.9247077587555,37.4565374780015,"ECS"
"Macedonia, FYR","2011","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.25,44.8431527867772,36.556994775772,"ECS"
"Macedonia, FYR","2012","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.175,46.2096186771572,38.0686060863692,"ECS"
"Macedonia, FYR","2013","MKD","% of firms identifying business licensing and permits as the biggest obstacle","ECS","UMC",0.2,41.1514026158711,34.3951833044909,"ECS"
"Macedonia, FYR","2014","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.275,45.9648860298187,35.010897283642,"ECS"
"Macedonia, FYR","2015","MKD","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.275,-25.5611292942188,-0.818830011941167,"ECS"
"Malaysia","2001","MYS","Current account balance","EAS","UMC",0.575,-8.2387295581819,-27.4974440968243,"EAS"
"Malaysia","2002","MYS","Current account balance","EAS","UMC",0.55,-7.84867047072414,-27.7501324659685,"EAS"
"Malaysia","2003","MYS","Current account balance","EAS","UMC",0.55,-8.58532033827048,-27.6652884500405,"EAS"
"Malaysia","2004","MYS","Cost to start a business (% of income per capita)","EAS","UMC",0.45,-0.399345663609767,-23.1302200461913,"EAS"
"Malaysia","2005","MYS","Cost to start a business (% of income per capita)","EAS","UMC",0.45,-0.00332947472879551,-22.5844412058529,"EAS"
"Malaysia","2006","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.25,33.5590209039183,-29.4061680202389,"EAS"
"Malaysia","2007","MYS","% of firms identifying business licensing and permits as the biggest obstacle","EAS","UMC",0.225,34.3919321332876,-29.2684169173988,"EAS"
"Malaysia","2008","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.25,34.0397609657971,-29.5562916280119,"EAS"
"Malaysia","2009","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.225,34.5852218414901,-28.05903761368,"EAS"
"Malaysia","2010","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.2,37.0640406476553,-26.1793201579285,"EAS"
"Malaysia","2011","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.225,35.8171509009263,-26.1286509300468,"EAS"
"Malaysia","2012","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.175,36.3484124976845,-25.943012848387,"EAS"
"Malaysia","2013","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.275,37.0160535593667,-26.5849487435497,"EAS"
"Malaysia","2014","MYS","Availability of scientists and engineers, 1-7 (best)","EAS","UMC",0.25,37.9672718129159,-26.0187210936212,"EAS"
"Malaysia","2015","MYS","% of firms identifying corruption as a major constraint","EAS","UMC",0.2,35.9476901635903,-27.2116431370835,"EAS"
"Marshall Islands","2001","MHL","Current account balance","EAS","UMC",0.85,-22.4926560500872,-20.9809435304079,"EAS"
"Marshall Islands","2002","MHL","Current account balance","EAS","UMC",0.875,-23.4658571583044,-20.9267742636951,"EAS"
"Marshall Islands","2003","MHL","Current account balance","EAS","UMC",0.85,-20.4415726485409,-20.9659824753603,"EAS"
"Marshall Islands","2004","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.775,-39.3819423819625,-35.0121503881052,"EAS"
"Marshall Islands","2005","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.75,-36.2716397964045,6.22757230062355,"EAS"
"Marshall Islands","2006","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.725,-38.8557132206653,6.26029083242264,"EAS"
"Marshall Islands","2007","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.725,-37.068604450167,4.55762150102879,"EAS"
"Marshall Islands","2008","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.725,-37.2401904236402,5.30515371676099,"EAS"
"Marshall Islands","2009","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.725,-37.7085011832485,5.36370537605511,"EAS"
"Marshall Islands","2010","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.7,-36.9294933077193,3.73698882248526,"EAS"
"Marshall Islands","2011","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.7,-38.5553032983181,4.14519738238072,"EAS"
"Marshall Islands","2012","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.7,-38.4358521028587,4.30578408120012,"EAS"
"Marshall Islands","2013","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.7,-36.7484089743816,4.71660287059927,"EAS"
"Marshall Islands","2014","MHL","Cost to start a business (% of income per capita)","EAS","UMC",0.725,-36.1354786829733,4.07703596830699,"EAS"
"Marshall Islands","2015","MHL","Cost to export: Border compliance (USD)","EAS","UMC",0.775,-29.4490539818592,-6.84374647873121,"EAS"
"Micronesia, Fed. Sts.","2001","FSM","Current account balance","EAS","LMC",0.85,-23.9430336962088,-18.8549729131628,"EAS"
"Micronesia, Fed. Sts.","2002","FSM","Current account balance","EAS","LMC",0.9,-24.5025742626307,-19.8513274184098,"EAS"
"Micronesia, Fed. Sts.","2003","FSM","Current account balance","EAS","LMC",0.875,-24.5914377730427,-20.0028664014051,"EAS"
"Micronesia, Fed. Sts.","2004","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.8,-36.2644049731019,-35.7368888221624,"EAS"
"Micronesia, Fed. Sts.","2005","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.775,-20.1414506684268,-29.7443708878872,"EAS"
"Micronesia, Fed. Sts.","2006","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.75,-20.9245352520633,-29.7753588927761,"EAS"
"Micronesia, Fed. Sts.","2007","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.75,-20.7478529912032,-30.0996133668649,"EAS"
"Micronesia, Fed. Sts.","2008","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.75,-20.0899525938418,-29.5806500082259,"EAS"
"Micronesia, Fed. Sts.","2009","FSM","% of firms identifying business licensing and permits as the biggest obstacle","EAS","LMC",0.675,-19.3784696124789,-30.8943954018643,"EAS"
"Micronesia, Fed. Sts.","2010","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.7,-33.0629728258129,-5.27984312003816,"EAS"
"Micronesia, Fed. Sts.","2011","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.7,-33.6188866249883,-5.67139559969468,"EAS"
"Micronesia, Fed. Sts.","2012","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.7,-32.323682917547,-6.19254086258236,"EAS"
"Micronesia, Fed. Sts.","2013","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.7,-33.3009998940469,-5.23310039408966,"EAS"
"Micronesia, Fed. Sts.","2014","FSM","Cost to start a business (% of income per capita)","EAS","LMC",0.725,-33.3555237914919,-5.4211811637177,"EAS"
"Micronesia, Fed. Sts.","2015","FSM","Cost to export: Border compliance (USD)","EAS","LMC",0.775,-29.6110738103773,-6.72028887896068,"EAS"
"Moldova","2001","MDA","Current account balance","ECS","LMC",0.575,-33.9405247944255,10.3392228215833,"ECS"
"Moldova","2002","MDA","Current account balance","ECS","LMC",0.6,-33.8071738534603,10.2605324878804,"ECS"
"Moldova","2003","MDA","Current account balance","ECS","LMC",0.55,-38.684644657228,13.5635666289824,"ECS"
"Moldova","2004","MDA","Cost to start a business (% of income per capita)","ECS","LMC",0.475,-39.5331391745735,14.3783798162613,"ECS"
"Moldova","2005","MDA","Cost to start a business (% of income per capita)","ECS","LMC",0.475,-38.691009344794,13.6240147033374,"ECS"
"Moldova","2006","MDA","Cost to start a business (% of income per capita)","ECS","LMC",0.425,-41.6384466474651,14.679964837961,"ECS"
"Moldova","2007","MDA","Cost to start a business (% of income per capita)","ECS","LMC",0.425,-40.9066472683068,13.8108317621928,"ECS"
"Moldova","2008","MDA","Cost to start a business (% of income per capita)","ECS","LMC",0.425,-41.6185458522422,14.938099309586,"ECS"
"Moldova","2009","MDA","% of firms identifying business licensing and permits as the biggest obstacle","ECS","LMC",0.425,-41.9372011746991,15.6532535709423,"ECS"
"Moldova","2010","MDA","Availability of scientists and engineers, 1-7 (best)","ECS","LMC",0.25,-39.6101402973182,23.3102132219642,"ECS"
"Moldova","2011","MDA","Availability of scientists and engineers, 1-7 (best)","ECS","LMC",0.3,-40.8211789419057,22.6821163655653,"ECS"
"Moldova","2012","MDA","Availability of scientists and engineers, 1-7 (best)","ECS","LMC",0.225,-41.4749231747898,21.9646889046391,"ECS"
"Moldova","2013","MDA","% of firms identifying business licensing and permits as the biggest obstacle","ECS","LMC",0.225,-0.0834876416337895,55.8148018965026,"ECS"
"Moldova","2014","MDA","Availability of scientists and engineers, 1-7 (best)","ECS","LMC",0.3,-39.5674809059044,23.0995350797313,"ECS"
"Moldova","2015","MDA","Availability of scientists and engineers, 1-7 (best)","ECS","LMC",0.3,-27.6388849674124,-1.08385383481423,"ECS"
"Monaco","2001","MCO","GDP growth (annual %)","ECS","HIC",0.925,-23.1198272716653,-48.5300329592678,"ECS"
"Monaco","2002","MCO","GDP growth (annual %)","ECS","HIC",0.925,-24.1179367836647,-48.6790915660467,"ECS"
"Monaco","2003","MCO","GDP growth (annual %)","ECS","HIC",0.925,-23.164076989698,-51.4256175016254,"ECS"
"Monaco","2004","MCO","GDP growth (annual %)","ECS","HIC",0.9,-25.3331401919754,-52.5248037464187,"ECS"
"Monaco","2005","MCO","GDP growth (annual %)","ECS","HIC",0.9,-24.7301584063858,-53.5039254156727,"ECS"
"Monaco","2006","MCO","GDP growth (annual %)","ECS","HIC",0.925,-25.2243675514095,-52.8819457012294,"ECS"
"Monaco","2007","MCO","GDP growth (annual %)","ECS","HIC",0.925,-24.0501772693902,-54.4392690441749,"ECS"
"Monaco","2008","MCO","GDP growth (annual %)","ECS","HIC",0.925,-24.0151290543887,-54.6512800285719,"ECS"
"Monaco","2009","MCO","GDP per capita (current US$)","ECS","HIC",0.95,-25.2012885991091,-54.5712711470682,"ECS"
"Monaco","2010","MCO","GDP per capita (current US$)","ECS","HIC",0.95,-24.5597652337456,-54.3982246057655,"ECS"
"Monaco","2011","MCO","GDP per capita (current US$)","ECS","HIC",0.95,-24.260505302601,-55.1008704814278,"ECS"
"Monaco","2012","MCO","Scientific and technical journal articles","ECS","HIC",0.975,-23.1176166560966,-24.02008169075,"ECS"
"Monaco","2013","MCO","Scientific and technical journal articles","ECS","HIC",0.975,-24.1319901889335,-23.2452578838902,"ECS"
"Mongolia","2001","MNG","Current account balance","EAS","LMC",0.7,10.8655687788651,-2.2748101570455,"EAS"
"Mongolia","2002","MNG","Current account balance","EAS","LMC",0.7,11.9290975819402,-2.12418448225084,"EAS"
"Mongolia","2003","MNG","Current account balance","EAS","LMC",0.675,14.7507563485797,-4.73860812132907,"EAS"
"Mongolia","2004","MNG","Cost to start a business (% of income per capita)","EAS","LMC",0.625,14.1280942081665,-6.1054231679484,"EAS"
"Mongolia","2005","MNG","Cost to start a business (% of income per capita)","EAS","LMC",0.6,15.0284473007996,-5.71062751931756,"EAS"
"Mongolia","2006","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.425,13.1906609895134,42.8891199537915,"EAS"
"Mongolia","2007","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.35,19.6093759841363,45.6188992087419,"EAS"
"Mongolia","2008","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.35,19.4466522066177,45.6005351794395,"EAS"
"Mongolia","2009","MNG","% of firms identifying business licensing and permits as the biggest obstacle","EAS","LMC",0.325,18.5250118984232,45.7804097190586,"EAS"
"Mongolia","2010","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.325,19.6450362256462,45.2010517101938,"EAS"
"Mongolia","2011","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.325,20.5280851650915,45.6464457314027,"EAS"
"Mongolia","2012","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.3,20.0005779660346,45.4870237769832,"EAS"
"Mongolia","2013","MNG","% of firms identifying business licensing and permits as the biggest obstacle","EAS","LMC",0.25,19.6104360524625,48.0613280639218,"EAS"
"Mongolia","2014","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.35,20.6106041682269,46.8076083765069,"EAS"
"Mongolia","2015","MNG","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.375,-25.2351191683932,-2.72185273499081,"EAS"
"Montenegro","2001","MNE","Current account balance","ECS","UMC",0.8,-19.1716490849463,-20.2597357294767,"ECS"
"Montenegro","2002","MNE","Current account balance","ECS","UMC",0.75,-9.8033075733143,-4.8166975819899,"ECS"
"Montenegro","2003","MNE","Current account balance","ECS","UMC",0.725,-9.81626132440739,-5.77323386947109,"ECS"
"Montenegro","2004","MNE","Current account balance","ECS","UMC",0.725,-17.8567202331118,-18.272921153893,"ECS"
"Montenegro","2005","MNE","Current account balance","ECS","UMC",0.725,-10.5458710524669,-10.9946082026337,"ECS"
"Montenegro","2006","MNE","Current account balance","ECS","UMC",0.675,-9.99828483175267,-12.0068490335993,"ECS"
"Montenegro","2007","MNE","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.4,22.9225727872466,-9.49933089057279,"ECS"
"Montenegro","2008","MNE","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.375,23.3478662967181,-8.58905953777279,"ECS"
"Montenegro","2009","MNE","% of firms identifying business licensing and permits as the biggest obstacle","ECS","UMC",0.325,23.2157295040777,-7.8013191693257,"ECS"
"Montenegro","2010","MNE","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.275,21.7978827571997,-3.67293550849962,"ECS"
"Montenegro","2011","MNE","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.275,23.7830135733441,-5.29138300886837,"ECS"
"Montenegro","2012","MNE","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.325,22.8343201267123,-5.02588232995679,"ECS"
"Montenegro","2013","MNE","% of firms identifying business licensing and permits as the biggest obstacle","ECS","UMC",0.25,28.690235156668,30.4111612024591,"ECS"
"Montenegro","2014","MNE","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.325,-3.65101253111578,11.6813638383336,"ECS"
"Montenegro","2015","MNE","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.325,-24.555600328053,-3.45996661437283,"ECS"
"Myanmar","2001","MMR","Current account balance","EAS","LMC",0.725,-18.3026791146991,3.85579911043645,"EAS"
"Myanmar","2002","MMR","Current account balance","EAS","LMC",0.725,-17.9497078366744,4.16326069512599,"EAS"
"Myanmar","2003","MMR","Current account balance","EAS","LMC",0.725,-14.9680159338288,-0.918129605341185,"EAS"
"Myanmar","2004","MMR","Current account balance","EAS","LMC",0.725,-7.31528026852952,-0.452082660173091,"EAS"
"Myanmar","2005","MMR","Current account balance","EAS","LMC",0.825,-23.5001438219206,-30.8640423818364,"EAS"
"Myanmar","2006","MMR","Current account balance","EAS","LMC",0.825,-24.2163742136525,-30.8842454671617,"EAS"
"Myanmar","2007","MMR","Current account balance","EAS","LMC",0.8,-22.8490698892108,-11.612382086827,"EAS"
"Myanmar","2008","MMR","Current account balance","EAS","LMC",0.825,-39.8740071376117,-28.7216534850414,"EAS"
"Myanmar","2009","MMR","Current account balance","EAS","LMC",0.85,-39.7658793223745,-32.2068606566553,"EAS"
"Myanmar","2010","MMR","Current account balance","EAS","LMC",0.825,-20.388610369478,-12.4553954342388,"EAS"
"Myanmar","2011","MMR","Current account balance","EAS","LMC",0.85,-39.6289941192362,-28.3480902111023,"EAS"
"Myanmar","2012","MMR","Current account balance","EAS","LMC",0.75,-20.3902328101919,-13.5466763984377,"EAS"
"Myanmar","2013","MMR","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.5,-6.58856771598831,18.2235706730331,"EAS"
"Myanmar","2014","MMR","% of firms identifying business licensing and permits as the biggest obstacle","EAS","LMC",0.425,30.3763262700172,28.0879327325056,"EAS"
"Myanmar","2015","MMR","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.475,-6.54328365534049,18.51985923831,"EAS"
"Nauru","2001","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-27.7844295636519,-24.1614936800778,"EAS"
"Nauru","2002","NRU","Scientific and technical journal articles","EAS","HIC",1,-25.2148459374679,-25.1181789286428,"EAS"
"Nauru","2003","NRU","Scientific and technical journal articles","EAS","HIC",1,-24.7448080490567,-24.914593318029,"EAS"
"Nauru","2004","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-28.3052921036127,-22.8929569031694,"EAS"
"Nauru","2005","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-26.6389097787774,-23.0652904865945,"EAS"
"Nauru","2006","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-27.306904199427,-25.7483883798549,"EAS"
"Nauru","2007","NRU","Scientific and technical journal articles","EAS","HIC",1,-24.6205694842791,-24.5644434063879,"EAS"
"Nauru","2008","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-25.8528953394651,-24.286047606097,"EAS"
"Nauru","2009","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-24.1091967472287,-24.2107917095539,"EAS"
"Nauru","2010","NRU","Scientific and technical journal articles","EAS","HIC",1,-23.3353704763783,-23.4766542257045,"EAS"
"Nauru","2011","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-24.17022637519,-25.5408933053104,"EAS"
"Nauru","2012","NRU","Scientific and technical journal articles","EAS","HIC",1,-26.5295321617462,-26.4767087866719,"EAS"
"Nauru","2013","NRU","Scientific and technical journal articles","EAS","HIC",0.975,-26.507518459223,-24.0599542070235,"EAS"
"Netherlands","2001","NLD","Current account balance","ECS","HIC",0.525,2.71784357085144,-30.4692850887863,"ECS"
"Netherlands","2002","NLD","Current account balance","ECS","HIC",0.525,3.87874832466543,-30.7970237548253,"ECS"
"Netherlands","2003","NLD","Current account balance","ECS","HIC",0.5,3.15470121487077,-29.6322440625353,"ECS"
"Netherlands","2004","NLD","Cost to start a business (% of income per capita)","ECS","HIC",0.4,7.80021439211783,-29.5750455822622,"ECS"
"Netherlands","2005","NLD","Cost to start a business (% of income per capita)","ECS","HIC",0.4,8.90662162822741,-31.0934060735802,"ECS"
"Netherlands","2006","NLD","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,23.3894597970914,-25.8219155411986,"ECS"
"Netherlands","2007","NLD","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,25.8600050317101,-33.7796619301462,"ECS"
"Netherlands","2008","NLD","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,26.8266660510224,-26.0239284962898,"ECS"
"Netherlands","2009","NLD","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,26.4667141245741,-26.0822573934962,"ECS"
"Netherlands","2010","NLD","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.175,28.2327806165434,-30.8260220348789,"ECS"
"Netherlands","2011","NLD","# of enterprise exits","ECS","HIC",0.175,27.4170042613362,-26.9912900880085,"ECS"
"Netherlands","2012","NLD","# of enterprise exits","ECS","HIC",0.125,-7.6479626522496,-42.2460944219792,"ECS"
"Netherlands","2013","NLD","# of enterprise exits","ECS","HIC",0.2,-6.07728493709247,-41.8911433057941,"ECS"
"Netherlands","2014","NLD","# of enterprise exits","ECS","HIC",0.2,-5.77865669238796,-42.9021022305728,"ECS"
"Netherlands","2015","NLD","# of enterprise exits","ECS","HIC",0.275,-4.37253192805694,-41.9521172018382,"ECS"
"New Caledonia","2003","NCL","Exports of creative services","EAS","HIC",0.975,-24.098930454414,-25.6174608434476,"EAS"
"New Caledonia","2004","NCL","Exports of creative services","EAS","HIC",0.95,-29.3832621049113,-29.019973633644,"EAS"
"New Caledonia","2005","NCL","Exports of creative services","EAS","HIC",0.95,-30.3763493970556,-28.0036468142374,"EAS"
"New Caledonia","2006","NCL","Exports of creative services","EAS","HIC",0.95,-33.9319383507513,-26.0867861530315,"EAS"
"New Caledonia","2007","NCL","Exports of creative services","EAS","HIC",0.95,-34.1905869910383,-25.6056464530538,"EAS"
"New Caledonia","2008","NCL","Exports of creative services","EAS","HIC",0.95,-30.4204611501446,-28.3036984737973,"EAS"
"New Caledonia","2009","NCL","Exports of creative services","EAS","HIC",0.95,-33.6101612027703,-25.1422937446104,"EAS"
"New Caledonia","2010","NCL","Exports of creative services","EAS","HIC",0.95,-30.4212520985549,-29.3193325500215,"EAS"
"New Caledonia","2011","NCL","Exports of creative services","EAS","HIC",0.95,-31.97771067073,-27.4524267791781,"EAS"
"New Caledonia","2012","NCL","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-37.0849610922935,-27.8449604728811,"EAS"
"New Caledonia","2013","NCL","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-31.3745964038114,-30.7123306824481,"EAS"
"New Caledonia","2014","NCL","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-30.5175044235549,-32.5890137325047,"EAS"
"New Caledonia","2015","NCL","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-32.6674191006209,-30.928721461455,"EAS"
"New Zealand","2001","NZL","Current account balance","EAS","HIC",0.55,-0.0547937315751229,-15.48273540731,"EAS"
"New Zealand","2002","NZL","Current account balance","EAS","HIC",0.55,0.951731481167857,-17.5033138447563,"EAS"
"New Zealand","2003","NZL","Current account balance","EAS","HIC",0.5,0.0244692905601116,-17.4356623665104,"EAS"
"New Zealand","2004","NZL","Cost to start a business (% of income per capita)","EAS","HIC",0.425,0.958019730241371,-17.0909922563367,"EAS"
"New Zealand","2005","NZL","Cost to start a business (% of income per capita)","EAS","HIC",0.4,-0.156372744947749,-18.2777554607277,"EAS"
"New Zealand","2006","NZL","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.3,12.3318726897291,-40.6428377708747,"EAS"
"New Zealand","2007","NZL","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.225,24.0064845202528,-35.0844883404188,"EAS"
"New Zealand","2008","NZL","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.275,27.4526843446673,-16.6793486772264,"EAS"
"New Zealand","2009","NZL","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.25,27.1568265588101,-18.1071354559617,"EAS"
"New Zealand","2010","NZL","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.225,16.0189714172844,-33.4386229800304,"EAS"
